name,DIFF,LipidIon,LipidGroup,Class,FattyAcid,FA1,FA2,FA3,FA4,IonFormula,CalMz,RT-(min),QCRSD,Fold Change,P-value,VIP,AdSemetab1,AdSemetab10,AdSemetab2,AdSemetab3,AdSemetab4,AdSemetab5,AdSemetab6,AdSemetab7,AdSemetab8,AdSemetab9,MaSemetab10,MaSemetab11,MaSemetab12,MaSemetab14,MaSemetab3,MaSemetab4,MaSemetab5,MaSemetab6,MaSemetab7,MaSemetab9,OaSemetab1,OaSemetab10,OaSemetab2,OaSemetab3,OaSemetab4,OaSemetab5,OaSemetab6,OaSemetab7,OaSemetab8,OaSemetab9,QC1,QC2,QC3,QC4
NEG210,,Hex3Cer(d31:4)-H,Hex3Cer(d31:4)-H,Hex3Cer,(d31:4),(d31:4),,,,C49 H84 O18 N1,974.5693925,9.759,0.010689768,0.873654607,0.18986619,0.060446148,7965.479774,12783.79122,15347.60637,8547.01032,8982.274419,13712.66625,15582.27427,10060.17224,9298.770247,12423.13296,9917.658876,12146.06003,11861.60841,11632.29417,8975.067307,9176.20523,9446.948286,7594.131971,7517.128782,11943.85688,9736.182973,11064.58497,5760.233247,6029.320268,4855.376696,6814.064455,5478.594725,6392.995127,6185.925366,6319.586545,10973.47335,11261.95651,11109.94218,11147.00804
NEG211,,Hex3Cer(d33:4)-H,Hex3Cer(d33:4)-H,Hex3Cer,(d33:4),(d33:4),,,,C51 H88 O18 N1,1002.600693,10.837,0.101004692,0.740170301,0.047682649,0.04176432,1150.188533,3533.418255,3258.754658,3049.000443,3498.743731,3997.323604,3564.58525,2937.274277,1702.618379,3375.287776,2602.943726,2749.38945,2071.417474,3010.923312,1255.085142,2197.253965,2420.647555,1394.09649,1212.74333,3340.344254,4735.520579,3092.446535,2384.980576,1604.811614,2743.690451,1765.485194,1434.749703,1977.438842,1651.559114,1924.723604,2912.008129,2297.469778,2720.464043,2819.475406
NEG212,,Hex3Cer(d34:1)+HCOO,Hex3Cer(d34:1)+HCOO,Hex3Cer,(d34:1),(d34:1),,,,C53 H98 O20 N1,1068.668773,8.458197718,0.022994513,0.644718692,0.003136811,0.180931638,20930.2463,36020.2229,30235.67357,26304.29545,27292.71435,34019.75149,55430.94122,31558.71609,22025.36053,40633.49425,25972.19425,23560.8492,22521.43268,22237.98649,18850.64316,16340.89838,18817.50339,16838.75091,18668.0101,25371.62424,21595.15329,21954.47382,26908.11801,27889.47971,22281.74451,30372.95105,20367.46219,20598.99682,23234.06525,21131.74593,31463.89879,30061.71573,30058.51211,30075.44596
NEG213,,Hex3Cer(d34:1+O)+HCOO,Hex3Cer(d34:1+O)+HCOO,Hex3Cer,(d34:1+O),(d34:1+O),,,,C53 H98 O21 N1,1084.663688,8.179717651,0.102609476,0.820537053,0.190973952,0.040637405,4309.756828,5861.667892,6592.662838,5118.956331,4126.204407,5532.793186,9106.883599,8627.761996,4096.336931,6645.269094,3868.196858,4923.750215,8458.746186,5602.100181,2680.660505,4106.161684,3833.013008,3866.373649,4537.443396,7370.78767,5715.793138,3841.80211,6357.392385,6447.81802,5352.535398,8721.237663,4624.447291,4265.553754,4797.296443,4974.411072,6819.677833,7460.890472,5809.228776,6978.864624
NEG214,,Hex3Cer(d36:1)+HCOO,Hex3Cer(d36:1)+HCOO,Hex3Cer,(d36:1),(d36:1),,,,C55 H102 O20 N1,1096.700073,9.66,0.067992552,0.71405365,0.042452492,0.052897461,2634.283212,5456.413416,3961.013435,4119.808044,4212.929402,5804.424769,9069.667508,4916.228618,3704.170363,4292.676947,4178.157537,4802.817079,5152.733729,2885.200874,2780.585488,2980.742011,2705.912149,3231.57248,2178.820041,3500.576664,3362.823322,2481.137228,3946.650284,3524.535538,2672.597941,3413.692339,2920.580959,2628.453886,2768.023519,3469.903971,4299.102433,4933.50337,4302.70383,4387.199362
NEG215,,Hex3Cer(d38:1)+HCOO,Hex3Cer(d38:1)+HCOO,Hex3Cer,(d38:1),(d38:1),,,,C57 H106 O20 N1,1124.731373,10.811,0.059803923,0.734029045,0.053643157,0.042576146,2029.190237,4862.181279,3187.683488,2291.559038,2541.240258,4542.147584,5758.421746,4218.588616,2716.040917,3205.010879,2510.347403,3659.658896,3632.106533,2802.405557,1920.486342,1992.007717,3308.106404,2131.084208,1639.272868,2353.96588,3532.069155,2657.844552,2445.153724,2999.426417,1640.455612,2657.653629,3039.907362,2707.189937,2549.071251,2652.185536,3801.299476,3351.391904,3447.212339,3375.601819
NEG216,,Hex3Cer(d40:1)+HCOO,Hex3Cer(d40:1)+HCOO,Hex3Cer,(d40:1),(d40:1),,,,C59 H110 O20 N1,1152.762673,11.89788795,0.043632893,0.784333839,0.078806978,0.049601791,3445.626869,7212.710323,4908.824897,4219.831106,5303.773794,6276.123727,9027.979493,5732.582204,3855.025195,4165.152945,5220.63236,4749.236863,5655.763216,4040.423471,3772.813672,3500.60956,3821.3851,3016.207455,3137.338042,5555.4092,3935.869996,3824.348978,3838.479246,4270.46127,2898.987426,4126.030823,3767.645234,3515.763323,3623.858705,3677.24608,5181.810948,5603.011242,5067.117661,5313.865026
NEG217,,Hex3Cer(d42:1)+HCOO,Hex3Cer(d42:1)+HCOO,Hex3Cer,(d42:1),(d42:1),,,,C61 H114 O20 N1,1180.793973,12.93152721,0.044706907,0.627107243,0.000720312,0.099387206,5938.29833,11281.42212,8872.583556,7452.838404,8311.388,9206.998578,13735.01373,8241.330882,6401.729513,7472.016087,6884.628727,6078.568148,5074.104414,6652.464651,4509.446527,5476.909597,4914.758079,4431.450222,4209.918812,6271.910931,4543.178853,6354.601948,7823.424963,7783.885602,4054.575342,7571.681789,6403.821167,5301.448298,6409.213972,5908.581262,8436.48272,7697.613574,7821.312228,7697.060873
NEG218,,Hex3Cer(d42:2)+HCOO,Hex3Cer(d42:2)+HCOO,Hex3Cer,(d42:2),(d42:2),,,,C61 H112 O20 N1,1178.778323,11.85246867,0.034450901,0.599118238,0.001268967,0.133444486,9548.326644,19697.47217,13154.29406,12009.24206,13486.03599,16776.92322,25794.86743,16472.41287,11393.83877,13902.9757,11491.5223,10309.26191,10618.6065,10256.16646,7417.442606,6666.360129,7594.137074,8613.076514,7349.541254,10891.48232,8046.714632,8909.06281,11216.69897,10978.48435,7749.906403,11079.53148,9070.138713,9598.08319,8632.657948,8710.992681,14360.6744,13992.30411,14371.59487,13342.3984
NEG219,,Hex3Cer(d42:3)+HCOO,Hex3Cer(d42:3)+HCOO,Hex3Cer,(d42:3),(d42:3),,,,C61 H110 O20 N1,1176.762673,10.937,0.35082919,0.486909407,0.001406084,0.085278552,2215.980996,7060.945,4204.616274,3556.802116,4359.275262,4056.373626,8581.715955,5576.830009,2648.779508,4654.887087,2588.372469,2738.262882,1624.700923,2570.606875,1286.430429,1923.612914,1880.778837,2506.747324,2750.821351,2973.607955,4050.993953,4150.562311,1788.243247,2731.624022,2340.786871,2338.861621,3071.974802,1775.485282,3275.47106,3039.206854,4260.035428,3623.51903,4471.360641,1751.171104
NEG22,,CL(74:1)-2H,CL(74:1)-2H,CL,(74:1),(74:1),,,,C83 H158 O17 P2,744.549264,10.05998662,0.02485695,0.829413725,0.090967231,0.397372817,304902.0326,549655.111,445507.0138,284560.2967,280830.0324,524747.1182,495968.9791,507117.2817,399084.4865,620160.3821,450552.3859,424286.6674,407106.4983,343926.1159,345432.9902,354988.4262,349200.2762,272642.836,290026.5864,421652.4277,556887.6883,265583.7727,548392.7093,525795.2005,623904.4714,618060.5005,578348.4119,574736.7174,563165.9816,600439.1717,527229.0927,513976.508,519391.8783,497055.85
NEG220,,Hex3Cer(m29:1)-H,Hex3Cer(m29:1)-H,Hex3Cer,(m29:1),(m29:1),,,,C47 H86 O17 N1,936.5901275,10.712,0.064465569,2.265282229,0.001789421,0.076273939,647.6746,2071.954897,1379.318388,315.1252652,565.1883233,352.6366317,3633.701182,2333.304476,4214.15019,2817.920408,4788.938392,5582.013916,1467.442342,5321.742954,4610.550351,5716.045853,4814.891612,2807.021386,3716.887518,2699.296136,1015.067479,12270.64987,9305.540017,9452.309637,6983.782387,10428.85575,8374.079007,9677.35029,8585.02924,10015.07997,5443.915887,5530.90534,4819.155369,5530.054832
NEG221,,Hex3Cer(m30:1)-H,Hex3Cer(m30:1)-H,Hex3Cer,(m30:1),(m30:1),,,,C48 H88 O17 N1,950.6057775,10.93,0.026779513,0.698525256,0.148408984,0.260046738,72878.04893,204655.0118,88497.38364,61805.16318,65235.48846,107063.0947,312593.4185,173059.4669,112904.9039,289130.8956,112182.5307,105467.6625,90653.28726,144507.9786,95227.68892,101670.61,102912.0873,98307.542,92036.30347,96316.16445,238989.7642,176355.334,226510.7527,235373.4293,216574.3369,353738.1448,166297.3044,171066.697,160328.6495,173126.5929,190502.4083,188936.5641,199649.2934,188969.5114
NEG222,,Hex3Cer(m47:6)-2H,Hex3Cer(m47:6)-2H,Hex3Cer,(m47:6),(m47:6),,,,C65 H111 O17 N1,588.8931505,12.847,0.103259084,2.001503281,0.478077904,0.070875733,11637.49294,41015.91065,22205.71907,14763.06998,31746.9077,15807.61089,24466.17271,16439.28521,20988.27024,15691.67107,12274.73048,18091.8225,7509.087422,22984.14713,308631.0978,13464.88867,14378.64382,13517.88679,8265.808019,10728.9561,14916.42959,6991.871214,16788.23594,18595.46449,14082.82347,23194.948,18812.11075,12284.53233,13258.05616,25022.24559,12995.52623,16020.31528,16551.45718,15118.00528
NEG224,,Hex3Cer(t29:1)-H,Hex3Cer(t29:1)-H,Hex3Cer,(t29:1),(t29:1),,,,C47 H86 O19 N1,968.5799575,11.17930845,0.015241379,1.049743655,0.46232292,0.183349511,118449.5548,134139.3298,142550.7037,94519.64604,96397.292,151381.8473,154991.1278,154111.6277,132886.5066,150190.2011,171311.0204,140790.366,136992.2904,123926.7832,136585.2213,148248.4916,140772.3299,129455.6209,114114.8223,153560.9415,183019.3977,105203.9034,149169.7986,153485.0373,171694.1457,167698.4126,154080.6041,137898.8014,139015.468,169616.4368,148673.7551,149921.4004,149923.1636,145137.859
NEG225,,Hex3Cer(t30:1)-H,Hex3Cer(t30:1)-H,Hex3Cer,(t30:1),(t30:1),,,,C48 H88 O19 N1,982.5956075,11.719,0.159148593,0.638877291,0.168305875,0.025649145,455.6161139,1361.170615,427.3355776,1085.40662,2867.452335,437.6275852,2523.924348,823.7955804,1388.103536,3343.450333,2039.974607,1053.754708,641.9322488,224.7472635,965.7453362,1115.285203,1036.504377,722.1222835,944.6275024,655.6719511,993.9794799,2108.530992,3513.483396,2721.471441,5653.949472,4048.625542,4248.897917,2674.790053,3347.767175,3800.950411,2240.981116,2152.380591,2880.431907,2062.469236
NEG226,,Hex3Cer(t31:2)-H,Hex3Cer(t31:2)-H,Hex3Cer,(t31:2),(t31:2),,,,C49 H88 O19 N1,994.5956075,11.33,0.048336667,0.923050107,0.710627327,0.010025481,7772.35156,19936.59308,10314.44283,3150.594537,3246.921804,11351.17681,24533.39578,14730.2202,11995.48087,28601.44359,13024.24485,17310.67778,13277.0738,12887.37331,10100.1063,12177.40191,12727.99143,11154.98778,10875.02067,11660.82756,18956.77514,18149.48416,20694.30951,26063.08009,31227.59614,26970.52735,16686.52953,17513.42114,16270.67988,16911.70924,18631.37253,20907.26784,19988.46181,20320.07491
NEG227,,Hex3Cer(t34:1)+HCOO,Hex3Cer(t34:1)+HCOO,Hex3Cer,(t34:1),(t34:1),,,,C53 H98 O21 N1,1084.663688,8.177768398,0.102474917,0.81500436,0.185359668,0.041177727,4308.899991,5859.86921,6592.096936,5117.43222,4125.801797,5533.722563,9518.775399,8629.372785,4092.754137,6642.825101,3866.941938,4922.673148,8459.038629,5603.424899,2681.13758,4103.477709,3832.491797,3867.015825,4536.66118,7370.964074,5717.856847,3842.773374,6357.59334,6444.981517,5351.473932,8719.529804,4624.009583,4265.110161,4798.623357,4972.77755,6821.577055,7459.436137,5810.451209,6980.567951
NEG228,,Hex3Cer(t42:6)-2H,Hex3Cer(t42:6)-2H,Hex3Cer,(t42:6),(t42:6),,,,C60 H101 O19 N1,569.8489405,2.265,0.053324632,1.192515974,0.373100645,0.011860851,853.4491714,45.16557282,3156.723063,3749.726109,3796.120952,3546.25833,2814.08295,3806.430548,2013.38906,4251.281977,354.5111962,4393.217922,3370.780018,3449.057812,3495.255452,2577.781403,4505.000631,3410.383644,4646.822449,3226.545827,4196.436785,2512.004912,3459.733705,2698.289463,1832.384159,4538.818437,315.1295278,5828.552632,2573.099084,4783.700193,2880.984124,2756.106412,3121.144053,3000.003731
NEG229,,Hex3Cer(t42:6)-2H,Hex3Cer(t42:6)-2H,Hex3Cer,(t42:6),(t42:6),,,,C60 H101 O19 N1,569.8489405,2.865,0.184982299,0.892816086,0.500544348,0.029073883,454.0051089,1372.488292,3424.362523,3925.862695,4322.089278,2825.373074,2619.165254,4147.226277,2777.984144,4349.619141,3456.894804,2118.895817,2945.048488,2109.362686,2355.461376,2423.821637,3573.544548,1433.086899,3549.64729,3013.5099,1316.881348,3009.49667,4084.255472,4104.415537,1292.693307,3955.951687,2453.438861,4928.478045,3490.00482,5678.460749,1989.970756,2157.040694,1921.986287,2821.185571
NEG23,,CL(74:3)-2H,CL(74:3)-2H,CL,(74:3),(74:3),,,,C83 H154 O17 P2,742.533614,9.170960891,0.014208854,1.401615392,0.016590396,0.589416757,235696.3329,528487.5562,355711.7112,194689.9359,190614.6198,419002.1135,439495.6714,380397.9679,311466.2471,717830.0552,497043.6721,687217.5467,450083.3156,649034.2488,508091.8809,525505.3078,557559.5686,456143.166,495474.6998,462691.1973,382919.0843,477518.6194,704435.6614,658608.4455,813758.5405,996094.1225,739076.6641,771977.7969,711714.4193,750366.4298,646490.2554,627903.5108,630191.1476,627808.6157
NEG230,,LPC(14:0)+HCOO,LPC(14:0)+HCOO,LPC,(14:0),(14:0),,,,C23 H47 O9 N1 P1,512.2993955,1.355922517,0.016399542,0.554492096,0.011229959,0.122616874,5349.639891,12494.65467,13214.051,6650.559141,7831.871806,8472.118437,14866.39533,11094.66997,11340.62847,24852.816,4862.793651,7145.219966,5100.075317,9729.355942,6123.641563,6142.095462,5865.912269,8812.660811,4927.722976,5704.429795,12370.63638,8988.79333,26500.30165,26444.67083,20644.21858,24069.82277,14863.45038,15372.79582,15994.75525,16007.05623,13682.76731,13307.91398,13807.25514,13465.80749
NEG232,,LPC(15:0)+HCOO,LPC(15:0)+HCOO,LPC,(15:0),(15:0),,,,C24 H49 O9 N1 P1,526.3150455,1.535832473,0.027802198,1.3113744,0.369330682,0.051794675,5085.966993,10717.65589,6945.094339,3908.762076,2344.824125,6169.712085,9957.015337,6013.68551,8548.793712,32642.97338,5986.1073,17972.92078,7121.154208,20968.34349,13314.47798,13006.62758,11790.83026,13721.67214,9906.36141,7296.58264,5089.60715,26917.54054,27575.81576,29215.44376,39099.51304,45599.42791,25294.88482,24589.06544,26463.54498,25854.35575,18912.23969,19207.5997,18586.33114,17996.05456
NEG236,,LPC(16:0)+HCOO,LPC(16:0)+HCOO,LPC,(16:0),(16:0),,,,C25 H51 O9 N1 P1,540.3306955,2.389975076,0.018240701,1.013308326,0.969142594,0.13764148,2059677.044,3035322.573,1508.60987,3485.024016,1333165.23,20536.79089,53847.71256,2744293.62,2913977.976,4675253.776,1943725.063,2350261,1710393.303,2796603.801,58098.10281,1747056.944,1715406.305,1942039.646,1336263.667,1465346.954,2405381.708,37261.65785,4272556.163,4328185.391,3992988.477,5401156.873,3290694.749,3031445.835,2975314.562,3000249.816,3244850.282,3230247.868,3244389.975,3123483.987
NEG238,,LPC(16:0e)+HCOO,LPC(16:0e)+HCOO,LPC,(16:0e),(16:0e),,,,C25 H53 O8 N1 P1,526.3514305,2.057344043,0.018972617,0.791021991,0.061151205,0.139319637,30076.45398,38123.44595,29966.18127,25539.61835,26743.36392,38189.49512,55010.52902,37748.35067,32158.73987,40967.0213,38507.16339,43352.10843,23861.93784,35289.45146,23041.36029,23464.28683,23025.41962,22192.95925,21937.78814,25763.17198,19939.22981,19898.90622,33648.03537,34055.48148,27761.35905,31838.33658,20199.13015,19177.60081,20037.40911,20221.38524,35722.0775,34654.28637,34806.1081,34135.20248
NEG24,,CL(74:3)-2H,CL(74:3)-2H,CL,(74:3),(74:3),,,,C83 H154 O17 P2,742.533614,10.50181374,0.690291605,0.682517746,0.232686868,0.094093608,6542.055147,37170.48319,10971.29138,11648.04592,8964.357854,13572.48695,22012.9628,10985.34037,38578.09101,8739.038854,13243.87167,15904.989,6135.67523,27794.52059,16946.92972,8577.930036,5400.265164,7913.119152,6665.223027,6888.663411,34982.33306,22855.19222,6050.263684,65601.14158,44718.25473,15918.5936,31397.61691,13567.6648,26214.51846,11211.73132,23203.17376,81769.35283,23635.43913,33219.34877
NEG240,,LPC(16:1)+HCOO,LPC(16:1)+HCOO,LPC,(16:1),(16:1),,,,C25 H49 O9 N1 P1,538.3150455,1.435964002,0.023632209,0.792988579,0.111461764,0.153523146,28599.86306,65857.41675,61009.66421,33696.6805,34775.94395,46021.33473,72206.91057,54462.65502,54470.07101,93820.19296,51256.84717,48804.32527,38124.12915,54059.68903,40494.09258,40804.04722,40220.76535,48635.21076,29302.48827,40414.32264,62357.51754,51822.57359,76334.01326,73101.82429,95837.57568,107577.9453,54322.10176,57247.2476,60310.17216,56387.16512,64912.87175,62824.3959,64570.76559,61722.78333
NEG242,,LPC(16:1e)+HCOO,LPC(16:1e)+HCOO,LPC,(16:1e),(16:1e),,,,C25 H51 O8 N1 P1,524.3357805,1.971512324,0.041070856,0.866418167,0.294620803,0.083859476,15008.75406,14791.92326,15902.56387,14975.56642,14356.95415,19676.95727,36841.83122,22188.62115,18600.73034,18737.50918,20996.98109,20627.44569,12670.36638,20807.38775,15628.60873,14407.62098,14176.09659,15959.34849,13120.32284,17162.2272,11027.03232,12099.01292,21484.10691,21250.57732,19233.26821,25530.82247,10871.26114,10236.47122,11164.89902,10676.26086,20900.94178,21201.03415,19291.26618,20618.57206
NEG243,,LPC(17:0)+HCOO,LPC(17:0)+HCOO,LPC,(17:0),(17:0),,,,C26 H53 O9 N1 P1,554.3463455,1.976982986,0.265060443,1.366929003,0.444042402,0.030066083,16080.66056,9041.741117,2901.264131,11454.65971,13844.59494,5263.315203,15362.70373,3677.782512,5953.029949,11192.92166,3013.195442,7415.585326,15521.39176,45449.1148,4304.598629,3522.897545,6296.941781,8255.767008,24771.62751,10996.39631,3034.976772,25330.63794,11523.74677,13607.7589,13616.40502,87264.97132,68668.49158,10857.03034,10382.72519,11590.37582,6966.259422,5377.02097,9143.087493,5386.726276
NEG245,,LPC(17:1)+HCOO,LPC(17:1)+HCOO,LPC,(17:1),(17:1),,,,C26 H51 O9 N1 P1,552.3306955,1.617826835,0.030770897,0.659827182,0.110647696,0.062484244,2646.243307,8760.710796,5769.906425,3271.767926,2571.028131,3774.159963,7018.136433,3601.930115,7850.215174,13866.41566,4995.884564,4396.134429,2656.24155,6740.448383,3666.297827,2909.731716,3194.585542,3962.490126,3878.673127,2615.433086,3132.579239,8633.391576,10222.2907,10820.19899,19255.56941,12308.06957,9381.997333,8052.833313,9755.627003,8950.828153,7111.145357,6833.607335,6899.00531,6598.455185
NEG249,,LPC(18:0)+HCOO,LPC(18:0)+HCOO,LPC,(18:0),(18:0),,,,C27 H55 O9 N1 P1,568.3619955,3.013706353,0.105823432,0.668539242,0.071321801,0.081048775,7401.373751,10159.94642,6935.302132,3445.188105,3164.246143,6135.716371,16786.7779,9071.503605,7036.153089,12035.3567,3427.78118,6716.920392,3832.155025,7787.829935,4861.928781,8576.057222,3447.14284,6812.93332,5773.603675,3698.562877,7289.364093,7944.062199,10954.62674,8976.551307,14099.26203,15866.00945,5059.067644,6418.297661,8271.201331,5957.262502,8397.987861,8248.146656,8824.955038,6851.445294
NEG25,,CL(74:5)-2H,CL(74:5)-2H,CL,(74:5),(74:5),,,,C83 H150 O17 P2,740.517964,8.131010849,0.217741384,3.181469675,0.001577992,0.120288372,301.8506775,4879.530205,1977.285236,619.6941914,1168.533244,3129.523474,3582.483732,3028.371152,2494.556166,5518.304608,8021.520789,15666.21306,4158.733867,11925.35737,12114.28236,12103.73329,10545.22603,3290.124238,5280.316817,1840.154647,3313.056205,9414.045468,5546.23784,5511.513869,13464.76842,8932.862728,6721.698504,10370.79772,12194.43271,11676.42763,8690.963886,8952.04614,8955.446529,5392.138315
NEG250,,LPC(18:0e)+HCOO,LPC(18:0e)+HCOO,LPC,(18:0e),(18:0e),,,,C27 H57 O8 N1 P1,554.3827305,2.937964883,0.014688699,0.843560445,0.140401871,0.084841275,12161.87061,17854.11681,13702.7464,14916.9923,16039.89461,15828.91477,23626.33192,17634.58739,15438.81982,25599.68093,16363.19644,19423.98095,12696.81992,21846.9781,11959.32407,12038.37284,11342.91517,14517.88353,11857.67121,13723.43945,13880.49868,10856.36699,18610.90248,18260.42937,14365.52355,14321.16498,12228.87116,10868.04063,10999.98421,10481.88663,18302.47257,17991.0992,18252.21981,17726.70964
NEG254,,LPC(18:1e)+HCOO,LPC(18:1e)+HCOO,LPC,(18:1e),(18:1e),,,,C27 H55 O8 N1 P1,552.3670805,2.151091912,0.043594647,0.732175508,0.01130981,0.135482432,19982.61787,24019.18189,24602.95024,15436.30734,17171.87548,23701.36699,38070.0625,22870.15904,24346.40729,28313.63326,20452.72052,21264.50244,17868.43769,23407.39042,15502.06742,15714.12758,14164.06477,14752.24589,12817.36606,18691.59777,11178.22432,17176.42123,17228.56525,18222.78519,19125.42038,18983.14905,11649.2223,11215.42688,11793.77584,11117.99479,21194.27295,22980.50034,20844.06981,21447.03239
NEG256,,LPC(18:1e)+HCOO,LPC(18:1e)+HCOO,LPC,(18:1e),(18:1e),,,,C27 H55 O8 N1 P1,552.3670805,2.803020247,0.060469303,1.083134264,0.620929648,0.015845488,1982.837186,1498.824336,2609.801945,1524.336173,1735.830233,2677.596093,5085.808608,3038.163299,2151.297563,2681.533306,2520.014209,4365.605042,1581.916135,3374.87251,2921.279035,2859.714038,2439.083918,1919.425329,2395.341051,2685.972584,1172.940276,1575.739988,2262.952575,2934.823434,2217.288062,4645.077546,1201.994075,1295.22417,1536.725404,1358.533304,2913.892625,3345.321096,3042.150723,3012.552881
NEG257,,LPC(18:2)+HCOO,LPC(18:2)+HCOO,LPC,(18:2),(18:2),,,,C27 H51 O9 N1 P1,564.3306955,1.513092995,0.01700967,1.153428875,0.335596364,0.429885266,442841.1789,1333022.675,1047848.564,461892.8325,468639.0828,836977.2051,1229946.254,582414.8394,715517.9144,1345720.08,1089450.851,1159488.888,1043627.828,1376232.718,819823.0568,753877.6463,782561.9333,915487.287,877479.2132,945539.1119,580321.0247,964357.4762,1479693.423,1487805.718,1568666.877,2300280.197,778766.7408,736925.3983,822460.1319,853120.334,1203075.42,1195268.019,1157282.5,1180507.091
NEG259,,LPC(18:2e)+HCOO,LPC(18:2e)+HCOO,LPC,(18:2e),(18:2e),,,,C27 H53 O8 N1 P1,550.3514305,2.077,0.145580798,0.655746455,0.021587347,0.025047921,452.4192104,261.037567,500.6129113,702.8731836,550.459699,572.1416014,1104.564587,990.4708004,490.2918079,845.5504116,389.2673102,637.8694312,347.3908094,321.338192,420.8407327,333.3051351,459.448298,360.7104836,526.8645663,445.921188,485.5843471,302.5006721,407.6779944,396.0625526,217.1585762,1021.270133,140.7272935,320.7565892,179.4420056,396.3436197,686.4013686,711.7041396,513.2576526,709.8815362
NEG26,,CL(74:5)-2H,CL(74:5)-2H,CL,(74:5),(74:5),,,,C83 H150 O17 P2,740.517964,8.557,0.140799847,0.62296476,0.232529604,0.02245941,671.3984447,3782.37701,3190.517621,472.4434773,249.3408919,2974.978377,5617.560981,3081.233065,576.5647879,724.6375354,2829.258979,206.8229791,2683.973737,842.7561524,1542.881586,1870.779608,1021.320328,180.6185937,1414.712984,701.5985182,3923.747391,264.8860308,527.662301,1853.79258,1695.495774,19.91246225,586.013085,847.972615,4565.792318,954.5988117,1452.60782,1526.646884,1104.782916,1500.051607
NEG260,,LPC(18:3)+HCOO,LPC(18:3)+HCOO,LPC,(18:3),(18:3),,,,C27 H49 O9 N1 P1,562.3150455,1.317683163,0.034946313,0.661871685,0.082693788,0.077564922,4502.180046,16038.02374,24768.36073,7687.940898,7588.405707,13718.74677,25021.86537,11377.01141,9202.546005,15553.63576,11039.25798,10107.50657,18004.12256,8707.382056,6608.509497,6968.452018,7477.414234,7126.948741,5346.588306,8270.106904,13507.44614,7226.387875,11801.94271,12336.96034,11079.93644,21144.47732,5992.995647,6744.928595,5869.524537,6630.417485,11848.10882,12311.73399,11315.71935,11984.17433
NEG262,,LPC(19:0)+HCOO,LPC(19:0)+HCOO,LPC,(19:0),(19:0),,,,C28 H57 O9 N1 P1,582.3776455,2.965378417,0.064648127,1.683024001,0.070758746,0.061034912,1507.060267,2930.191,2400.934363,1276.011759,1347.449336,1796.210557,4337.062816,2837.084699,2865.177342,11822.89968,3680.060054,8156.619026,3131.054664,9238.169722,5488.327839,5794.214351,6834.89155,4835.199125,5089.376835,3493.979473,2323.417298,10334.97852,12767.65616,13232.51753,13921.43673,18430.37133,9642.093141,10239.10302,10066.57891,9790.774828,8443.200526,7301.888638,8350.750201,7976.370863
NEG264,,LPC(19:1)+HCOO,LPC(19:1)+HCOO,LPC,(19:1),(19:1),,,,C28 H55 O9 N1 P1,580.3619955,2.160995908,0.010320406,0.864047334,0.544010699,0.010680045,457.9708851,2674.22658,1330.301692,656.1962171,677.7571684,1208.551503,3249.40957,1541.253345,2665.015398,3775.494413,1882.692153,2046.204396,1163.81202,2509.234961,1009.331834,1583.900661,1149.385152,1473.286209,1633.333134,1305.739398,988.4286648,3864.344706,4059.458573,3194.409636,5290.487229,6061.249366,3562.218607,2719.149971,3469.075683,2857.281212,2797.412125,2798.595167,2746.796726,2750.194974
NEG265,,LPC(20:0)+HCOO,LPC(20:0)+HCOO,LPC,(20:0),(20:0),,,,C29 H59 O9 N1 P1,596.3932955,3.591279996,0.033525412,1.436915563,0.118254244,0.039770901,1127.000679,2340.954843,1740.45291,1107.9942,927.3693233,2228.507321,3668.142492,2768.098178,2212.445405,6865.838794,3424.566848,5165.444363,1757.557287,5924.910451,3602.137261,3360.516346,3399.105228,3400.747322,2956.438171,2912.504479,2115.048239,5213.928166,7978.020982,8015.931919,7632.203119,10208.55679,4641.362779,4887.025982,5367.57764,5383.321187,4747.489288,4650.974606,4432.676329,4777.514461
NEG267,,LPC(20:1)+HCOO,LPC(20:1)+HCOO,LPC,(20:1),(20:1),,,,C29 H57 O9 N1 P1,594.3776455,2.552206738,0.054309556,1.035430528,0.840228185,0.008215196,6501.746489,14349.60172,6903.543078,5262.463754,4794.106162,9098.691726,18079.47926,14871.66985,14184.08751,19891.98472,12157.64084,15647.01403,10115.81925,17857.90448,10893.09527,10979.51029,9371.121464,12257.11951,8881.629415,9813.381103,7374.957722,16068.49459,20764.32385,18413.2033,19833.17403,27771.54124,11995.79589,10551.35588,11813.10098,10656.33998,16354.2832,18044.06136,16067.84258,16323.92627
NEG269,,LPC(20:2)+HCOO,LPC(20:2)+HCOO,LPC,(20:2),(20:2),,,,C29 H55 O9 N1 P1,592.3619955,1.975891048,0.052339815,0.908768766,0.664860058,0.039651038,8905.039042,20604.87296,15142.90615,6243.51429,6216.140098,10643.88457,27774.34113,15192.29967,16818.311,33388.12164,12586.68806,20454.57172,11857.12833,27208.1409,11917.64507,9803.889306,12050.05826,16513.4429,13730.95893,10125.11654,9199.138011,27389.0576,32620.2329,29564.01368,28080.5257,45550.29032,14806.04681,14968.84614,15463.3312,15166.45321,24379.726,21601.47637,22634.54272,22243.17347
