KO_ID,AdSa1,AdSa2,AdSa3,AdSa4,AdSa5,AdSa6,AdSa7,AdSa8,AdSa9,AdSa10,AdSa11,AdSa12,AdSa13,AdSa14,AdSa15,MaSa1,MaSa2,MaSa3,MaSa4,MaSa5,MaSa6,MaSa7,MaSa8,MaSa9,MaSa10,MaSa11,MaSa12,MaSa13,MaSa14,MaSa15,OaSa1,OaSa2,OaSa3,OaSa4,OaSa5,OaSa6,OaSa7,OaSa8,OaSa9,OaSa10,OaSa11,OaSa12,OaSa13,OaSa14,OaSa15
K03210,6747.230212,6690.571901,6334.720628,6488.126161,6344.76362,5913.802588,5837.221257,5745.987017,5556.616529,6136.407369,6435.746566,5928.743517,5668.444655,5874.777608,6043.963528,6268.627743,5925.571792,5821.627732,5847.534221,5874.790165,5789.007724,5906.526845,5880.288851,5553.776075,6159.066865,6101.437699,5515.857405,5699.180702,5686.257651,6318.105035,5780.9505,5562.798168,4562.941332,5941.030884,5906.056516,5525.777176,6017.114503,5562.839293,6325.030194,5808.488789,5688.51642,6413.148339,5889.829858,6186.851942,5734.681527
K03212,764.3457264,851.4615927,782.145023,601.2042516,510.2901623,562.3492882,653.4650272,983.1135347,793.5233083,880.7991838,571.1627716,675.359398,605.5732251,1113.802184,920.0093799,828.6176556,1783.522274,1155.458708,2422.06179,911.7113351,3022.358826,3618.539927,1501.984861,1274.057181,1650.214854,1228.221491,1596.136634,1435.67784,843.3759418,650.4765545,622.7568136,1316.602037,745.3051556,1353.715882,938.4059877,775.3352232,1639.206536,1903.252074,847.3817131,317.8261392,1994.69399,1459.042873,776.5250472,2246.186861,2118.713936
K03213,0,0,0,0,5.041680599,0,0,0,0,0,0,0,36.25887089,12.19790974,0,0,0,0,0,0,0,0,0,0,5.611109675,0,0,6.284677964,75.31300218,0,0,0,0,26.75972091,0,0,5.405143393,0,0,0,0,0,0,0,6.462028229
K03214,513.3379703,835.4649703,557.7880308,434.1727313,407.4207807,507.1372693,462.1226464,779.9619773,934.6575244,592.8308347,437.2302335,535.931548,457.4869364,966.358316,687.0859698,694.4996882,1210.427681,259.2917827,2078.232784,695.2166656,2478.005782,2129.226827,1072.446649,811.488686,1387.091584,1124.444202,1253.753097,1213.259702,697.0364935,616.1301689,459.1710939,1071.039795,568.2941227,956.2996595,1212.407729,656.9715343,1216.436704,1450.377163,692.7948497,271.3744428,1793.760831,1046.508626,594.1599874,1290.194131,1294.039122
K03215,9755.89258,9436.21787,11092.11717,9754.719825,8349.220675,7788.414041,8035.060335,7444.619584,8258.913037,8551.363578,9267.276648,8895.414586,8364.72725,8940.965742,8492.860075,8681.543856,8350.150908,7919.212277,9065.444261,7270.733228,9430.819843,8697.843203,8300.80087,8237.078489,9466.967627,8199.997191,8270.963191,8346.031282,5309.494586,7425.90972,8847.721332,8691.336118,5672.225319,9370.816198,7662.82521,7666.175578,9585.370632,9069.042047,9346.810447,8274.613366,9479.402841,9412.973919,8600.388665,8315.904355,8292.529849
K03216,2160.150221,2291.507377,2939.927406,2862.419677,1954.763703,1745.935263,2135.891338,2277.961896,2525.472852,2953.968833,2304.758052,2478.305198,2272.582325,2620.369058,2364.343066,3056.029482,3401.433909,2859.901379,3422.344247,3402.067629,3652.243048,4394.482159,3050.197146,3293.380998,3548.071414,3284.591744,2875.35238,3796.093152,2250.660481,2456.744136,2986.927298,2776.025485,2368.713609,3545.280929,2561.377321,2532.310436,3240.867139,3989.803723,2765.977217,2080.338206,4285.82611,3486.381935,2560.823975,4549.563802,4162.84844
K03217,10059.15295,10809.26872,9585.516029,9554.239365,9438.940486,9038.59402,9642.614124,9616.508546,10341.8891,10393.99847,9700.704874,9938.206999,9839.165807,10646.69155,10483.28645,10045.5451,11250.08732,11148.42526,11215.24162,9438.562857,12070.53065,10503.6719,9735.525618,9986.461087,10560.16398,9279.182384,9967.039292,10644.32392,8166.23229,8631.766444,9734.613028,10805.33507,8061.329454,10237.3646,9468.151352,9451.943339,11353.34574,10925.5667,11698.8907,9112.917215,11790.49128,10217.51338,9957.636241,10850.13084,11186.59316
K03218,6603.641255,6174.20506,6994.250301,6614.915581,5883.869333,5825.482436,6123.023648,6134.364893,4587.937332,5242.516406,6294.195032,5896.525046,6089.421677,5623.709662,5469.906637,5630.071207,5493.243586,5636.823089,5907.445455,6378.728043,6457.896114,6791.968143,6380.870147,5564.081879,6030.853175,5732.126459,5857.854601,5877.560085,5730.365132,5639.245912,5989.258859,5751.450613,4988.524117,6855.771593,5535.184031,6184.873941,5729.564327,6321.807083,5011.237672,6020.524658,6197.673982,6317.936056,5563.510129,6712.275808,6884.534122
K03219,10.91619953,29.08532461,1.430302873,55.8300683,29.38659298,33.35857746,38.06410581,31.23662006,134.36778,31.89761469,14.71866296,54.28238145,46.1556071,46.50824384,51.556017,54.13876015,26.77009424,98.33405447,52.54474941,193.2128497,35.53773303,50.06113585,35.77094077,61.13368534,3.684473361,92.85343588,97.45806209,16.52264103,23.71469087,24.96844219,54.61093183,26.69288918,146.9110848,49.0818884,0,70.63174985,36.37459376,17.3857838,3.136767806,26.92968795,28.81189404,6.988222627,14.01549929,50.86870376,90.91305941
K03220,6.313802415,17.66582683,0,25.13908252,14.38987877,16.92725528,17.14192387,13.39480784,88.26556057,0,6.462527977,27.74875765,5.979866142,7.03831381,4.095107166,30.64094792,18.23482961,66.22744723,44.60959624,117.9274078,15.26368721,30.17278707,54.96997851,17.08533104,3.696737397,70.56935573,44.88524595,4.140500792,12.26156609,15.83766134,41.50280843,17.39211154,57.75234732,17.02281372,0,25.28101872,18.15772896,0,5.851240038,10.79756662,22.4237719,9.589288899,7.19878279,29.03702766,40.8794464
K03222,6.813839551,24.30451521,0,18.05360648,31.91230191,17.12659487,24.07874915,27.09795443,128.644019,4.450081555,3.744895735,30.84339471,29.98853984,34.33832751,50.69250767,46.40240654,19.88049317,81.23814392,48.92279771,166.2224106,26.77740595,32.76336745,25.54815949,55.40184663,6.263073823,65.74560043,70.66019835,5.601172913,7.975013866,30.65935321,36.49492273,22.12521263,108.4751233,17.95285098,0,57.10897104,20.82962084,5.725563668,1.354418947,13.87284169,21.9553362,3.544865208,3.493164463,30.93651213,74.44766611
K03223,0,0,0,3.696600041,3.308602893,3.4625564,21.05669507,2.249601494,5.237455703,3.258576557,0,7.727167965,0,4.002439134,0,0,0,0,3.869033637,0,3.054768171,0,0,7.750191489,3.682290724,1.711376191,7.960570238,0,0,0,0,0,28.49283914,5.853688949,0,4.239369764,0,0,0,0,10.05513509,0,0,0,21.20353013
K03224,6.768879819,24.89580078,0,41.56612321,36.42111121,42.30740776,48.82808554,52.07494621,113.0837672,24.61500895,14.63468691,41.66497718,49.69705014,44.2086541,59.29098943,43.09425954,20.21872795,123.0048115,46.00925261,128.1207658,49.17001001,40.26677246,29.15112103,100.5999377,10.86245583,100.3097202,88.42744173,4.79732096,18.10474703,38.89763095,46.92677754,66.79984374,92.88991159,37.54294638,0,119.9437186,26.16300573,15.7753196,7.669397286,48.70033074,38.66253067,13.02918351,19.69813745,39.06852715,115.687006
K03225,0,0,0,0,0,0,17.22390338,6.900463009,0,3.331802996,0,0,0,0,0,0,0,0,0,0,3.123414647,0,0,0,0,0,0,8.897409252,0,0,0,4.692583843,0,0,0,2.28640167,0,0,0,0,0,0,0,0,0
K03226,11.41348386,21.48039581,0,34.07679763,23.49297973,39.65761213,22.6070676,29.66072365,103.6792136,18.13816914,19.92067748,28.23723178,51.89847944,33.43609875,105.4672206,14.6450097,30.68548409,67.48953204,71.77615829,119.2144202,35.55857187,33.660582,33.28354546,49.78929999,26.96527969,63.14871784,51.81967343,4.949183896,9.722785118,52.71192689,33.83355573,36.0580391,210.1916387,61.28703453,0,78.63544429,20.89431242,7.769713778,16.1129494,23.65657718,25.15989576,8.01923,38.83475606,12.94241205,113.3355252
K03227,3.52891659,16.33430316,0,11.08980012,21.29666376,29.22245402,16.84535605,4.652584908,35.91398196,11.86121867,3.107028879,36.77441191,63.03778635,16.88941349,17.49366004,9.242020139,0,13.71041453,32.65294323,83.92891609,31.09685352,0,11.5338026,72.68740199,7.769228781,20.53651429,19.9014256,0,13.03494269,20.65779187,0,23.05038437,45.59992837,0,0,22.36151084,0,11.8131924,0,0,10.60761504,6.79680367,0,9.38319915,60.6770894
K03228,2.39663653,10.02537757,0,17.66729821,38.62479115,35.12437047,31.40251419,34.82704823,112.2262899,26.15729327,10.49147808,38.42072544,54.64155773,32.14148527,48.51886737,22.13220612,11.86331961,66.547989,24.59476153,145.0548923,21.2031409,23.77905111,37.85677752,103.569937,13.26978218,71.21927046,55.9820507,5.445056637,9.215127503,32.23305008,46.18713113,39.78003043,40.523149,16.8535478,18.10910202,50.0711608,11.4456282,3.93724466,3.05266644,18.09815232,10.77923922,4.650444616,19.66899406,15.69745722,37.07329338
K03229,2.277527728,0,0,0,0,7.072455626,4.404963796,2.903740935,1.309363926,14.16274724,0,0,0,4.416484561,0,4.380332462,0,0,0,0,27.50563707,2.611755655,2.733270928,2.448845227,0,0,5.659467904,0,0,0,0,0,22.10651313,2.926844475,0,26.96960765,0,5.536750304,0,8.993507739,0,0,0,0,23.32388314
K03230,11.09650585,27.33044367,6.570829135,61.37594439,35.20911595,35.7280168,29.39988689,47.01569972,155.2698815,7.313622416,6.325734433,58.5567651,66.16107992,69.52606545,71.04081988,74.06246905,48.12822462,122.3312776,65.49043498,226.2671704,28.6674699,60.58782148,52.57689912,57.59064417,16.02270726,139.9475893,123.9603203,23.68708257,30.94376963,36.14712148,74.43995493,38.00415092,123.4981343,62.10481838,11.98263965,70.54718079,64.12962067,6.488675722,2.540999496,35.29379638,37.26412429,26.28542504,61.95307304,39.58570282,144.6435189
K03231,0.7573854,0,5.434476245,2.54540846,2.714751092,0.783975034,6.550971799,13.61166651,3.334538803,0,5.373498004,7.740239296,86.30957756,2.76427451,14.42230846,16.19351881,24.66297609,14.14038665,4.745041254,20.41623139,38.17957527,14.39560433,19.82841849,9.563173041,0.833726202,1.622242014,14.84143623,7.048449866,67.89239956,35.8214614,63.03555758,17.94264508,37.73047898,102.3018283,88.46375232,23.87864306,2.028029318,18.52336451,10.77666098,141.7202259,9.152751168,8.80591396,41.46745083,4.853378871,7.079696171
K03232,0,0,5.818732141,0,0,0,0,0,0,0,3.141551422,12.45713139,0,0,0,4.672354626,0,3.524652338,0,5.303841225,0,0,0,5.342935042,0,0,4.115976657,0,0,21.12467883,31.87077791,9.386352681,0,18.73180464,18.24629219,13.66875584,7.567200751,11.94595823,0,64.41259255,0,0,27.42025501,0,0
K03234,1.511529328,0,6.869468209,1.481944313,1.399277679,0,0,0,1.37563816,0,5.359979177,8.245391395,0,4.320856211,0,13.10782996,7.506716005,16.74584959,0.508108385,26.32234203,0,0,0.876106875,13.79065359,0.965846747,5.511337257,12.74130835,0,6.848309643,19.82757833,34.81930513,9.641715368,4.154171341,64.36036096,4.877134572,10.67801877,2.329165758,4.276560448,7.440932962,172.6276527,5.608206308,3.674173661,28.75644508,0.587428995,3.384703247
K03235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.271184152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03236,0,0,4.197118266,0,5.206981602,0,0,0,0,0,0,0,0,0,0,0,13.07605629,0,0,0,0,0,0,0,5.795080484,0,0,0,37.45830898,12.65133794,35.83754118,0,0,21.04297639,0,0,0,11.19006377,0,58.59825112,0,0,26.57135429,0,0
K03237,0,1.139020374,6.959498463,1.25518882,1.185171186,0,0,0,0.938051768,0,3.249880782,6.994087868,0,0,0,14.34156447,6.584760478,2.376777055,0,14.39243585,0,0,0,3.508793162,0,1.193373436,6.757573617,3.375839644,26.67496999,40.86074118,51.79641996,22.1330211,0,43.12846714,24.67956121,1.559308419,2.575301851,0,7.63124108,154.03726,3.698440491,9.622289377,30.44237135,0,0
K03238,1.574173577,0,2.510041316,1.648973548,1.556989597,0,0,0,1.232342518,0,10.95829784,9.090785841,0,3.767001538,0,2.061332923,1.711749936,4.56131479,0,11.48096472,0,4.686514819,0,6.914386524,0,0,11.37493934,0,8.721910179,31.10060945,17.31347132,16.18670551,10.05629617,61.72278947,112.0237474,13.07317922,0,0,0,116.9680004,0,0,29.09621587,0,0
K03240,0,0,0,0,0,0,5.359886017,0,0,0,0,7.781204104,39.93546969,0,0,5.881285543,9.767747889,0,2.597393211,3.33808189,15.55154705,14.02677163,3.669846281,3.287960026,7.416082018,2.178115152,5.065817424,8.306322623,16.58992705,6.572933776,3.293191747,2.920559175,38.25611969,3.929749225,89.82790002,8.538031412,2.38128695,7.43395845,2.860381272,0,3.375150239,4.325238699,2.145000392,2.460629148,0
K03242,0.802828524,0.743210794,1.432705162,3.268701149,0,0,0,0,0,0,3.622730516,2.781780467,0,0,0,4.336721044,6.636456203,1.920553596,1.857136146,8.218452087,1.721262561,4.730727223,1.624730706,6.998086993,0,2.433505165,6.338604052,0,5.930898922,30.39809187,50.01608841,5.718305672,0,24.05891804,11.44785888,24.08216463,1.905564059,5.481625371,6.379292273,174.8922258,3.77089592,8.5137589,50.88653817,3.319528001,1.92031971
K03243,1.624610841,1.758338768,16.28350477,1.845723501,0,0,0,0.690434185,0.423942452,0,8.340222108,4.854339431,0,1.295899349,0,2.836505338,11.17059195,2.224903095,2.664316908,29.30362833,0,0.845627463,0.884971363,4.165557419,0,1.575735919,3.664815641,0.667680795,2.507779671,42.59682673,36.9211838,12.16922788,2.891450906,42.84412802,16.28634889,3.093455673,2.296958069,7.551483052,3.448857689,158.9604907,1.020394258,2.002207566,38.27260365,0.743911138,0
K03252,0,5.262081435,0,5.901589539,11.14819891,12.98872832,5.322664587,9.216039836,11.47252202,0,15.74158104,6.56518782,66.04922053,10.29198634,9.093012459,0,9.245979337,21.90121234,8.88581888,15.46260921,44.93848357,45.56249024,29.78130242,48.14133174,18.6071678,9.792055244,14.20040892,30.56638828,219.0118527,35.02979323,55.48311823,3.728928232,101.0989291,45.29842994,232.4820316,33.18399055,17.63719995,46.18309323,28.99101328,25.03976769,31.66570772,0,6.950867498,3.033361794,17.38719671
K03255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66394988,0,0,3.105965403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03258,7.382331257,0,0,3.866558663,0,7.64150378,0,17.30383126,0,0,0,9.969481427,26.25642375,8.832969123,36.14822184,0,0,0,0,12.83051246,34.11508914,23.14417318,6.032046185,27.02174044,8.126434702,0,0,4.550973698,36.49783952,12.632121,0,19.20183733,94.32112267,6.459242978,74.10801751,0,9.152900643,0,6.292838799,11.99134365,14.85066105,0,0,0,6.263196591
K03262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48775577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03263,0,0,17.56370578,3.911518648,0,0,0,14.28235367,1.948820727,0,0,2.875225289,26.561731,0,0,12.94109062,10.66498929,2.332100795,0,7.289419834,25.85896777,5.830896345,0,16.2919502,0,8.450749096,15.44288916,4.603891997,36.78076851,14.2438467,21.68396991,20.94650506,31.80595997,83.89843955,24.51981773,9.369755869,7.919163577,24.59831294,3.170810247,122.83508,0,8.31852787,15.31261733,5.291277716,9.467622754
K03264,0,0,22.02525586,1.690405044,4.67096879,0,0,0,0,0,5.555777729,0,0,1.574730151,0,3.446818986,8.939412748,0,13.79265317,12.62278384,0,3.687184453,2.150770566,10.50629042,0,3.829554918,6.273482174,0,42.85220316,52.02982827,16.97712736,15.86112235,0,74.7387217,30.0630885,16.74848183,0,7.520383805,1.676370991,127.8864031,0,5.929565901,23.93601554,0,0
K03265,1.543901008,0,5.538985403,1.617262518,0,0,0,0,0.604321812,0,7.969467428,3.566385214,0,0,0,9.22139063,1.678831668,5.329383854,10.66369247,14.91705345,0,2.949747563,0,4.520945035,0,7.001233439,3.482749479,4.852600732,21.52919704,28.20138045,32.35235499,14.16972028,22.18708713,46.14989076,33.20646949,9.314033473,2.459656599,11.24118817,5.157077714,180.0906648,25.16027311,3.197801727,35.39086488,5.536522535,13.66154409
K03269,6806.01267,7079.146279,5579.94518,6350.021018,6917.407915,6337.740037,6409.482176,6674.451794,6783.897564,6034.3877,6367.355004,6029.909875,7186.181699,6637.387641,6999.500975,5607.124393,6091.013314,5444.829119,6667.827773,5311.370299,6805.242957,6340.791632,5997.028388,5920.316917,6019.025713,6077.935003,6226.313315,5862.709293,3324.845395,4807.691987,5129.93948,6124.283036,3436.869296,5554.795173,4635.040069,5910.007197,6896.758924,6068.198165,7473.340899,4789.065216,5555.379596,6116.05624,5463.570697,5410.026308,5457.412162
K03270,6239.075199,6404.06549,5244.118522,5859.763733,6159.107504,5972.627119,6192.173439,5749.503886,5540.979769,6063.604768,5724.519438,5691.215053,5772.23235,6392.31233,6422.050313,5333.510049,5036.207499,4419.214142,5402.031387,4729.470688,6071.899956,5374.828989,5111.710544,4380.228323,5090.024219,5112.871966,5168.71447,4611.353914,2257.960193,4130.21241,4230.348134,5324.290142,3333.527615,4997.362216,4512.667449,4906.180681,6081.75283,4913.171779,7004.530351,3941.841279,4675.577924,5503.126802,4502.989178,4876.270429,4357.27387
K03271,1788.336525,2013.823497,2039.172632,1798.810809,1257.029893,1008.308344,1077.747756,1492.085741,1534.260264,1244.763346,1876.674564,1526.089858,1040.660869,1789.91474,1561.349953,2074.950979,1971.440206,981.8824578,3480.654921,2260.360056,3402.220204,2754.726567,1748.661076,1604.750722,2409.555063,2425.931244,2124.066927,1877.922123,1766.903058,1961.56214,1887.721649,1884.948778,1512.939706,2253.333701,2404.619821,1281.254646,2512.052853,2537.367724,2332.309113,1935.444773,2791.623345,2437.36062,1771.385634,2711.276784,2323.956489
K03272,660.8965708,658.9397659,880.4394648,597.699162,490.3060873,542.0475247,560.9999861,627.4609416,590.5826301,566.1869928,600.4007106,669.5250199,406.8612242,778.9802527,528.8142676,634.6110407,944.6686539,360.2782588,1689.427148,768.7272105,2015.554994,2005.239806,1030.476009,744.9549833,1230.377694,1041.573053,1172.587952,799.3056056,701.8902826,834.0565588,810.541673,927.7420014,547.7578438,1036.831788,1102.176679,742.3070289,1032.813645,1184.906301,782.5125136,939.8912126,1376.939301,1151.499466,1049.391509,1274.00789,1202.995157
K03273,981.3623348,1223.301392,1368.069579,1179.471759,1010.351662,777.6181043,871.2226369,994.4131234,1052.188862,834.0901017,1277.167499,952.4529979,903.7676054,1110.944029,1197.385296,1350.75277,1296.225134,784.4576545,2100.896751,1578.800932,1839.867158,1625.771612,938.9338071,1000.478857,1177.363356,1526.311589,1395.477183,1109.14063,1135.230332,1291.427183,1354.834706,1074.917884,1113.11207,1348.854466,1266.677389,829.0292334,1471.951592,1283.861617,1359.688932,1182.072866,1532.37506,1453.905438,1212.23246,1454.925198,1273.248823
K03274,1026.120711,1025.454553,1346.915488,1381.58729,846.2003328,660.3969921,842.101943,955.6923152,656.9642278,853.2463595,1224.643891,897.2032931,716.0986696,917.042873,733.1166076,1171.776965,1134.612493,436.8321101,2115.514289,1418.853542,2268.053975,2262.172486,1032.959592,924.1604326,1124.560436,1374.461324,1176.90091,1453.903116,1103.539423,1222.042464,1054.05353,1267.743292,958.1390433,1416.106459,1630.773554,787.853694,1654.499829,1613.080951,1520.365997,1308.611213,1699.705599,1680.388734,1170.412775,1643.210853,1317.3344
K03275,0,0,0.737821943,0,1.830696702,0,1.695716152,0,0,2.824099683,1.767122675,0,0,0,1.506653261,0,0,0,0,2.983410689,0,0,0,2.709961289,0,0,0,18.85403389,0,8.811839344,5.886580248,0,25.64355523,0,0,5.087243717,0,6.644100364,0,11.28367727,12.20980689,15.46272835,17.51888904,50.87284283,26.98408906
K03276,17.89428916,0,4.142786638,14.20657908,1.027915462,3.311733153,0,0,8.71705271,4.090075402,23.93018337,0,0,0,0,21.89074529,3.876827391,34.33139116,24.48757104,3.292039381,0,10.37497419,1.709407225,0,8.015541417,28.80085132,5.868574036,31.36745822,41.74677621,13.83748213,1.524033721,0,4.454906445,1.818621809,11.07361181,0,18.58528762,13.5088222,10.35646155,6.517948525,5.563070906,7.363245061,8.063637851,19.41351548,11.2305594
K03279,5.264449339,1.875610836,3.014334149,1.83820002,6.942642136,15.26471216,8.376652464,13.03553044,6.006092547,0,2.67576935,0,10.80903249,19.95651712,5.713756083,0,1.191798591,13.68163624,27.56337608,0,5.692503145,0,5.373256158,22.46585656,0,2.765063544,8.066664041,12.40132684,0,0,26.79654479,23.59196233,0,9.212362936,36.70121222,2.778017047,18.6078707,2.904524749,11.17580661,0,3.045088228,6.759662667,3.611384794,4.712764078,13.34779601
K03281,3405.777975,3022.729301,3569.29982,2884.446144,2424.848878,2016.668612,2545.586052,3062.832886,1759.467961,2061.504554,3218.139697,1706.080457,1801.336665,1203.893802,1686.476712,2473.193274,1517.411776,1471.143387,1569.042823,1645.858099,1182.407761,1231.535011,1353.797316,1178.074392,2086.041997,2216.820799,1817.736635,1089.378811,1830.570486,2838.745286,2560.687406,2140.940349,1765.762132,1972.045072,1693.685437,1710.236317,1903.626072,1613.510535,2452.018162,3379.602876,1326.086002,2671.749297,2813.192991,1458.635899,1430.640228
K03282,8440.172829,8350.918071,8080.964808,7631.12419,7142.13362,7206.756146,7112.422088,6993.507243,6927.134376,6573.523145,8039.647657,7574.95499,6373.947025,7064.105485,7552.547425,7816.814732,7105.88151,7126.582195,7741.190708,7164.76016,7286.145541,6618.737972,7300.384459,6870.183751,7830.182992,7212.55063,7415.506828,7065.830686,6214.164376,7206.4847,7064.004315,7951.65246,4652.380202,7198.439559,6148.253407,6889.442077,7642.094181,7455.223523,8058.515143,6657.011893,7763.796768,7689.212345,7934.365535,7501.26247,7498.316872
K03283,0,0,0,0,0,4.261607877,0,0,0,0,3.982248282,0,16.08668216,88.49378677,61.78922684,0,0,29.6276926,0,0,0,0,15.72134908,0,0,0,9.745158168,0,0,0,0,23.74807021,17.53405486,7.204540245,0,0,0,0,0,0,28.216256,0,0,9.022306875,39.32175682
K03284,7039.503765,6584.832803,7553.216763,7061.005488,6073.481685,6387.941021,5752.331193,5530.621602,4340.393644,5431.282845,6738.262839,6690.996109,6433.595564,6293.870458,5701.120173,6350.093679,5795.327919,5625.166867,6053.457549,6079.833377,5856.684781,5544.721964,6617.172147,5672.761788,5834.78721,5680.18709,5764.626693,5868.660114,5741.903544,6070.564549,6729.303038,6251.204484,4815.558173,6064.357498,5913.620004,6547.010474,5447.6215,6057.222821,6220.231245,7183.629174,6103.200693,6196.22619,7371.215076,6118.558137,6226.223919
K03286,7340.852335,10878.40993,4935.954897,7234.668386,10313.0611,10594.0303,10160.48809,10291.95906,9711.38921,11111.05551,8221.095688,9872.685651,10028.08409,11964.07107,13169.88412,6639.965721,9856.025095,6977.572539,11198.41286,6698.696542,13025.04399,10278.72564,9747.248131,10345.54772,9492.258318,8021.782526,9704.203841,11696.34284,4076.771606,4248.759103,5817.203582,9583.592841,3958.911559,8315.19792,8832.018645,8637.441372,11520.09305,11190.17084,10463.1383,3040.594442,9592.950878,7688.307168,7225.980274,8326.514291,7284.976239
K03287,4.359249905,0.672588954,0,7.283212324,19.50275699,19.01108521,135.490183,37.0522599,0,14.08855158,0,1.678298924,0,0.869308047,0,1.902768852,2.370115297,0.701740737,0,7.559773692,5.03138287,2.915448172,7.123819251,17.02002837,3.199094204,0,0.819470466,12.54091847,0,0,0,2.834660376,0,0,0,7.890768429,0.770416366,0,0,0,3.275881114,0,0.693970715,0,0
K03289,1147.883664,1590.578852,584.1205561,777.2905407,1321.82207,1237.813533,1347.408126,1691.094755,1865.771898,1326.262552,1203.008361,1149.894804,1366.677334,1508.142639,1570.564949,1086.459612,1613.921309,1752.432558,1207.957099,726.3136062,687.0788124,710.0435624,796.3057696,964.4611912,969.4219748,1128.627975,1040.826995,984.0470401,204.7026521,758.2754421,787.8180839,1400.235587,839.7190707,768.1423325,966.4210706,747.7310409,1929.026387,697.9693756,2044.141835,776.5223293,992.3748425,1139.925792,977.4449964,973.0655424,725.04976
K03290,0.643549919,0,0,0,0,0,0,0,0,2.376997729,0,0,0,0,0,3.370837005,14.69566479,20.51220519,2.977372579,10.52265093,7.799147595,8.039392155,0,0.942241049,0.708416652,1.248378624,4.355181714,29.35788443,4.754227593,2.825439469,1.887480641,0.836953832,13.70397073,1.126160599,0,0.815590175,0,0,0,1.045337573,7.737819385,1.859245894,0,21.85965734,64.45193286
K03291,365.0094974,401.3449631,319.1163506,343.7640409,246.8331022,215.284027,228.1524655,291.0983409,336.4784841,296.5686936,245.4858675,275.5585203,226.634127,418.0186146,321.7975024,299.6384604,569.4029275,161.3539308,1042.575647,304.2917318,1143.740886,761.9633993,262.8389572,381.7607915,684.5910163,571.5911731,622.9223272,359.1400632,290.0272108,259.5883706,184.6251677,562.6939384,248.9724513,417.1653576,547.1292483,273.4203943,621.8612503,718.8768621,362.4922611,152.4192696,871.9197549,578.1982208,307.7375253,594.8618079,712.3122342
K03292,553.2817108,590.6097426,916.3247832,812.3040368,351.8908802,417.7880384,299.931445,393.4361118,765.9978035,208.0953669,792.3155738,606.3077841,294.7326648,285.3408564,318.4596496,842.4919085,413.3176626,1250.625451,743.7289726,1401.152085,421.6058696,775.2675236,444.6649479,589.375619,834.7969079,889.6344468,808.7588148,270.4856233,2011.607145,1832.422903,1009.237378,635.4947121,1123.045824,799.2477509,1053.708538,819.5611273,475.5732176,711.2030411,311.0758641,1257.864757,721.6000534,800.4119985,960.004073,682.1647458,815.7060926
K03293,40.05044371,50.61332737,66.61742134,43.96632396,36.06259912,57.78186133,99.65196098,122.012934,57.95575319,27.33511411,65.69452804,73.13292646,36.10306374,75.50074347,39.68768473,112.8269302,286.6601667,339.4251773,111.7090813,570.2132784,154.5409269,334.8451002,294.9073729,133.754907,94.69476904,63.81603511,307.7480485,247.443551,344.4127669,152.5445712,317.519564,229.818714,938.9405305,233.5690834,133.1867841,276.1284459,131.4537364,268.5698942,164.2679592,114.864871,390.160775,140.451055,160.7561424,741.998968,955.8077966
K03294,2396.581595,1881.238199,887.122299,2769.410666,6156.731868,7221.219735,5564.897846,5041.441349,1553.941341,5147.45005,2383.082951,5302.0706,3584.573308,4411.454094,3453.511739,1230.609086,1969.51156,2609.209461,2217.696664,2837.413981,3120.991939,1962.665441,5277.144735,2230.680979,1101.252831,1460.774103,1911.940162,2683.025584,1671.656518,895.3306811,1208.532156,1895.722854,4180.441973,2055.366584,1215.576491,5655.10044,1076.703874,2678.091046,1366.04967,1300.993905,2527.367105,971.2573938,1350.297529,2149.076942,3321.648497
K03296,2787.950329,3387.356672,1419.476969,2680.037844,4179.173774,4675.79492,4065.055613,3250.23375,3177.300226,4480.731246,2843.690878,4177.879881,4007.251833,4779.129206,4081.734417,2285.451237,2942.822293,3305.005646,2496.396934,1918.220737,2183.946391,1826.902938,3072.548517,1806.409531,1681.10565,1551.221484,2229.631458,2543.563727,848.2333172,1428.08159,1723.333555,2330.941196,2439.771252,1721.424691,1469.292256,3552.749731,2782.388693,1278.857048,3753.567111,1398.940337,2329.214357,1976.881879,1801.927038,1766.244674,2249.598041
K03297,2501.346579,2112.752266,1190.182305,2965.252817,4607.47861,5054.341368,4664.843445,4113.415743,3544.400076,4713.948684,2604.644511,4522.239269,4103.517549,4540.749627,4408.472885,3332.818689,4054.805383,2993.501173,3773.016095,3217.351936,5126.723562,3632.044717,4373.374617,3923.784199,3383.091894,2686.120424,3298.849953,5363.074342,2726.321962,2193.673229,2895.731387,3707.906497,4711.239129,3537.878506,1744.334861,4877.333823,2762.826717,4565.134259,3125.212112,1435.596588,4934.570707,2933.167477,1941.522251,5948.158491,6271.450268
